Season No.,Episode No.,Episode Name,Character,Line
2,23,The Monopolar Expedition,Sheldon,"You actually had it right in the first place. Once again, you’ve fallen for one of my classic pranks. Bazinga! Well, now here’s a peculiar e-mail. The president of the university wants me to meet him at his office tomorrow morning at 8 a.m."
2,23,The Monopolar Expedition,Leonard,Why?
2,23,The Monopolar Expedition,Sheldon,It doesn’t say. It must be an emergency. Everyone at the university knows I eat breakfast at eight and move my bowels at 8:20.
2,23,The Monopolar Expedition,Leonard,"Yes, how did we live before Twitter? I guess you’ll find out what it is in the morning."
2,23,The Monopolar Expedition,Sheldon,"That’s 14 hours away. For the next 840 minutes, I’m effectively one of Heisenberg’s particles, I know where I am or I know how fast I’m going, but I can’t know both. Yet how am I supposed to carry on with this huge annoying thing hovering over my head?"
2,23,The Monopolar Expedition,Leonard,"Yeah, I know the feeling."
2,23,The Monopolar Expedition,Sheldon,"(Knock, knock, knock) Leonard. (Knock, knock, knock) Leonard. (Knock, knock, knock) Leonard."
2,23,The Monopolar Expedition,Leonard,"Sheldon, it’s two o’clock in the morning."
2,23,The Monopolar Expedition,Sheldon,Why is everybody keep telling me what time it is?
2,23,The Monopolar Expedition,Leonard,Everybody?
2,23,The Monopolar Expedition,Sheldon,"You, the president of the university, his wife, their sullen teenage daughter. That entire family is fascinated by what time it is and whether people know it."
2,23,The Monopolar Expedition,Leonard,You went to President Seibert’s house in the middle of the night?
2,23,The Monopolar Expedition,Sheldon,"He didn’t respond to my e-mail, his phone number is unlisted. Tell me what my other option was."
2,23,The Monopolar Expedition,Leonard,"You could have waited until morning. I know, look who I’m talking to."
2,23,The Monopolar Expedition,Sheldon,Do you remember the grant proposal I submitted to the National Science Foundation to detect slow-moving monopoles at the magnetic North Pole?
2,23,The Monopolar Expedition,Leonard,Hardly a day goes by when I don’t think about it.
2,23,The Monopolar Expedition,Sheldon,"Aw, how nice. Well, a space opened up at the last minute on the NSF expedition to the Arctic Circle."
2,23,The Monopolar Expedition,Leonard,Wait a minute. He offered to send you to the North Pole?
2,23,The Monopolar Expedition,Sheldon,"Yes. In fact, he was quite enthusiastic. He said, “Frankly, if I could send you tonight, I would.”"
2,23,The Monopolar Expedition,Leonard,"Okay, well, do you want to go?"
2,23,The Monopolar Expedition,Sheldon,"Of course not. I’m a theoretical physicist, a career I chose in no small part because it’s indoors, but if I’m able to detect slow-moving magnetic monopoles there, I will be the scientist to confirm string theory. People will write books about me. Third-graders will create macaroni-art dioramas depicting scenes from my life."
2,23,The Monopolar Expedition,Leonard,"Sure, maybe a tableau of me trying to pummel you to death."
2,23,The Monopolar Expedition,Sheldon,Sarcasm?
2,23,The Monopolar Expedition,Leonard,Maybe.
2,23,The Monopolar Expedition,Sheldon,"I’m on the horns of a dilemma. Can you imagine me, Sheldon Cooper, at the North Pole?"
2,23,The Monopolar Expedition,Leonard,"Easy peasy, I’m doing it right now."
2,23,The Monopolar Expedition,Sheldon,"I’m not good with cold, Leonard. How often have we had to leave a movie theatre because I got a headache from drinking the Icee too fast? I can’t go."
2,23,The Monopolar Expedition,Leonard,"Well, then don’t go."
2,23,The Monopolar Expedition,Sheldon,How can you say that? The scientific opportunity of a lifetime presents itself and my best friend says don’t go.
2,23,The Monopolar Expedition,Leonard,"All right, then go."
2,23,The Monopolar Expedition,Sheldon,Listen to you. How can I possibly go?
2,23,The Monopolar Expedition,Leonard,"Sheldon, what are the words I can say right now to end this conversation and let me go back to sleep?"
2,23,The Monopolar Expedition,Sheldon,"Odd, President Seibert posed the exact same question."
2,23,The Monopolar Expedition,Leonard,How was it resolved?
2,23,The Monopolar Expedition,Sheldon,It wasn’t. His wife set their dogs on me and rendered the question moot.
2,23,The Monopolar Expedition,Leonard,I could use the bathroom at 8:20.
2,23,The Monopolar Expedition,Sheldon,"Good news, gentlemen, I have tentatively accepted…"
2,23,The Monopolar Expedition,Sheldon,…the invitation to join the Arctic Expedition.
2,23,The Monopolar Expedition,Leonard,It’s not gonna be the same without you.
2,23,The Monopolar Expedition,Sheldon,"Thank you, but your sentiments may be premature."
2,23,The Monopolar Expedition,Sheldon,I would like to propose that the three of you accompany me.
2,23,The Monopolar Expedition,Sheldon,Yes.
2,23,The Monopolar Expedition,Sheldon,"I’ll admit that was a concern. But the fact is, I’ll need a support team. And the three of you are my first choice."
2,23,The Monopolar Expedition,Sheldon,"Well, there are others who might be more qualified, but the thought of interviewing them gave me a stomach ache. Now, I know I’m proposing an enormous undertaking, so why don’t you take a few moments to discuss it?"
2,23,The Monopolar Expedition,Leonard,Hang on. Let’s talk about it. This is a National Science Foundation expedition. I don’t know how we can turn it down.
2,23,The Monopolar Expedition,Leonard,"Howard, this is big science. You could be the engineer who builds the equipment that puts us on the cover of magazines."
2,23,The Monopolar Expedition,Leonard,Yes.
2,23,The Monopolar Expedition,Sheldon,"Well, gentlemen, have you reached a decision?"
2,23,The Monopolar Expedition,Leonard,I’m in.
2,23,The Monopolar Expedition,Sheldon,"Excellent. And just an FYI, as I am the expedition’s team leader, protocol dictates that be phrased fine, sir. But don’t worry, there will be a briefing."
2,23,The Monopolar Expedition,Sheldon,"(Knock, knock, knock) Penny."
2,23,The Monopolar Expedition,Sheldon,"(Knock, knock, knock) Penny."
2,23,The Monopolar Expedition,Sheldon,"(Knock, knock, knock) Penny."
2,23,The Monopolar Expedition,Sheldon,"(Knock, knock, knock) Penny."
2,23,The Monopolar Expedition,Sheldon,"(Knock, knock, knock) Penny."
2,23,The Monopolar Expedition,Sheldon,"(Knock, knock, knock) Penny."
2,23,The Monopolar Expedition,Sheldon,"(Knock, knock, knock) Penny."
2,23,The Monopolar Expedition,Sheldon,I need access to the Cheesecake Factory’s walk-in freezer.
2,23,The Monopolar Expedition,Sheldon,No. This is to train for a three-month expedition to the magnetic North Pole.
2,23,The Monopolar Expedition,Sheldon,"I don’t know how that sentence could possibly confuse you, but to elaborate, I’m going to the Arctic Circle with Leonard, Wolowitz and Koothrappali."
2,23,The Monopolar Expedition,Sheldon,Yes.
2,23,The Monopolar Expedition,Sheldon,Yes.
2,23,The Monopolar Expedition,Sheldon,Is that a yes or a no on the freezer? The woman has the attention span of a gnat.
2,23,The Monopolar Expedition,Leonard,Hi.
2,23,The Monopolar Expedition,Leonard,"Yeah. Pretty cool, huh?"
2,23,The Monopolar Expedition,Leonard,"Oh, well, it all happened kind of fast, and we had to get physicals and buy thermal underwear and study up on, you know, snow and stuff. Sorry, I was gonna tell you."
2,23,The Monopolar Expedition,Sheldon,"Yes, yes, you were busy, you were surprised, all very fascinating. Now where do we stand on the freezer?"
2,23,The Monopolar Expedition,Leonard,"Actually, it would help."
2,23,The Monopolar Expedition,Leonard,Yeah.
2,23,The Monopolar Expedition,Sheldon,"I’m sorry, but at what point do you put this see what you can do plan into action?"
2,23,The Monopolar Expedition,Leonard,Did she seem upset to you?
2,23,The Monopolar Expedition,Sheldon,No. Did she seem upset to you?
2,23,The Monopolar Expedition,Leonard,No.
2,23,The Monopolar Expedition,Sheldon,"Oh, good, I got it right. Are you upset?"
2,23,The Monopolar Expedition,Leonard,A little bit.
2,23,The Monopolar Expedition,Sheldon,Two for two. I’m on fire.
2,23,The Monopolar Expedition,Leonard,"I mean, I know she’s not my girlfriend or anything, but wouldn’t you think she’d feel a little bad that I’m going to be gone for the whole summer?"
2,23,The Monopolar Expedition,Sheldon,"That feels like a bonus question. I’m going to stop here while I’m ahead, but I’ve had a great time."
2,23,The Monopolar Expedition,Sheldon,"Alright, now the purpose of this drill is to acclimate us to the use of tools in extreme temperatures such as we will face in the Arctic Circle."
2,23,The Monopolar Expedition,Sheldon,And begin.
2,23,The Monopolar Expedition,Leonard,"I can’t press any of the buttons with my gloves. Oh, son of a bitch!"
2,23,The Monopolar Expedition,Sheldon,Adversity is to be expected. Continue.
2,23,The Monopolar Expedition,Leonard,"Okay, I can’t do this."
2,23,The Monopolar Expedition,Sheldon,"Gentlemen, use your imagination. Innovate. Did Han Solo let Luke Skywalker freeze to death on the ice planet of Hoth? No. He cut open a tauntaun and used its internal body heat to warm him up."
2,23,The Monopolar Expedition,Leonard,"Hang on, I know I don’t possess the tools of leadership, but I don’t understand why we can’t assemble the equipment inside the hut and then take it outside."
2,23,The Monopolar Expedition,Sheldon,I hadn’t thought of that. I guess we’re done here.
2,23,The Monopolar Expedition,Sheldon,"Here, drink slash eat this."
2,23,The Monopolar Expedition,Leonard,What is it?
2,23,The Monopolar Expedition,Sheldon,It’s hot chocolate with a stick of butter.
2,23,The Monopolar Expedition,Sheldon,"Because in the frigid temperatures in the Arctic, we need to consume at least 5,000 calories a day just to maintain our body weight."
2,23,The Monopolar Expedition,Leonard,"Sheldon, you know I can’t eat butter. I’m lactose intolerant."
2,23,The Monopolar Expedition,Sheldon,"Way ahead of you, that’s an “I Can’t Believe It’s Not Butter” stick."
2,23,The Monopolar Expedition,Sheldon,"That’s very unlikely, Mrs. Koothrappali. If Raj dies, it’ll be from frostbite, gangrene, acute sunburn or being ripped to shreds by a fifteen hundred pound polar bear."
2,23,The Monopolar Expedition,Leonard,"Sure, but let’s go out here where there’s a little less yelling and guilt. What’s up?"
2,23,The Monopolar Expedition,Leonard,"Oh, a blanket."
2,23,The Monopolar Expedition,Leonard,"Oh, wow, cool."
2,23,The Monopolar Expedition,Leonard,Bye.
2,23,The Monopolar Expedition,Leonard,"Sheldon, Sheldon?"
2,23,The Monopolar Expedition,Sheldon,"I want a cookie, Meemaw."
2,23,The Monopolar Expedition,Leonard,"Sheldon, it’s me."
2,23,The Monopolar Expedition,Sheldon,But Meemaw just made cookies.
2,23,The Monopolar Expedition,Leonard,"Listen, I don’t know if I can go on the expedition."
2,23,The Monopolar Expedition,Sheldon,What?
2,23,The Monopolar Expedition,Leonard,I don’t think I can go to the North Pole.
2,23,The Monopolar Expedition,Sheldon,"Okay, Leonard, I know you’re concerned about disappointing me but I want you to take comfort from the knowledge that my expectations of you are very low."
2,23,The Monopolar Expedition,Leonard,"Yeah, that’s very comforting."
2,23,The Monopolar Expedition,Sheldon,"Comforting is a part of leadership. It’s not a part I care for, but such is my burden."
2,23,The Monopolar Expedition,Leonard,"Terrific, it’s just that I don’t think Penny wants me to go."
2,23,The Monopolar Expedition,Sheldon,"Assuming that’s a valid reason not to go, which it isn’t, how do you know this? Did she say it?"
2,23,The Monopolar Expedition,Leonard,Not exactly. But she said she was gonna miss me and she gave me this.
2,23,The Monopolar Expedition,Sheldon,What is it?
2,23,The Monopolar Expedition,Leonard,It’s a blanket with sleeves.
2,23,The Monopolar Expedition,Sheldon,"Oh, that’s clever. Let me see if I understand this correctly. Her missing you is an emotional state you find desirable?"
2,23,The Monopolar Expedition,Leonard,"Yes, obviously."
2,23,The Monopolar Expedition,Sheldon,"All right. Well, given that missing you is predicated on you leaving, logic dictates you must leave."
2,23,The Monopolar Expedition,Leonard,"Yes, okay, but I’m gonna be gone for three months. What if she doesn’t miss me that long and she meets someone else?"
2,23,The Monopolar Expedition,Sheldon,She does have a short attention span.
2,23,The Monopolar Expedition,Leonard,"So, I can’t go."
2,23,The Monopolar Expedition,Sheldon,"Leonard, you may be right. It appears that Penny secretly wants you in her life in a very intimate and carnal fashion."
2,23,The Monopolar Expedition,Leonard,You really think so?
2,23,The Monopolar Expedition,Sheldon,"Of course not. Even in my sleep-deprived state, I’ve managed to pull off another one of my classic pranks. Bazinga!"
2,23,The Monopolar Expedition,Leonard,"It’s 7 a.m. I’m sorry it’s early, but we’re leaving soon, and I needed to talk to you."
2,23,The Monopolar Expedition,Leonard,What did you mean when you said you’re going to miss me?
2,23,The Monopolar Expedition,Leonard,"All right, fine. What about that really long hug? What did that mean?"
2,23,The Monopolar Expedition,Leonard,It was at least five Mississippis. A standard hug is two Mississippis tops.
2,23,The Monopolar Expedition,Leonard,Glad we cleared that up.
2,23,The Monopolar Expedition,Leonard,I guess I’ll see you.
2,23,The Monopolar Expedition,Leonard,Thank you. Bye.
2,23,The Monopolar Expedition,Leonard,Damn it.
2,23,The Monopolar Expedition,Leonard,We’re out of ice.
2,23,The Monopolar Expedition,Sheldon,"All right, men, we begin initial assembly and deployment of the testing equipment starting tomorrow at 0700 hours, but until then, you are all off duty. I suggest you keep the shenanigans to a minimum as medical help is 18 hours away by dogsled."
2,23,The Monopolar Expedition,Leonard,"Hey, guys, can I just say something? How about we take a moment to think about where we are right now? This is literally the top of the world. Only a handful of people in all of human history will ever see what we are going to see."
2,23,The Monopolar Expedition,Sheldon,It is remarkable.
2,23,The Monopolar Expedition,Leonard,Dinner’s ready!
2,23,The Monopolar Expedition,Sheldon,What are we having?
2,23,The Monopolar Expedition,Leonard,Reconstituted Thai food.
2,23,The Monopolar Expedition,Sheldon,Did you bring the dehydrated low-sodium soy sauce?
2,23,The Monopolar Expedition,Leonard,Check.
2,23,The Monopolar Expedition,Sheldon,Freeze-dried spicy mustard?
2,23,The Monopolar Expedition,Leonard,Check.
2,23,The Monopolar Expedition,Sheldon,"Flash-frozen brown rice, not white?"
2,23,The Monopolar Expedition,Leonard,"Uh, oh, sorry."
2,23,The Monopolar Expedition,Sheldon,Not to worry. I hid it. Bazinga! You’re in my spot.
2,23,The Monopolar Expedition,Sheldon,Three months. This is gonna be great!
3,1,The Electric Can Opener Fluctuation,Leonard,"Oh, thank God we’re home."
3,1,The Electric Can Opener Fluctuation,Sheldon,"I don’t know what Arctic expedition you guys were on, but I thought it was a hoot and a half."
3,1,The Electric Can Opener Fluctuation,Sheldon,"Oh, hi mom. No, I told you I’d call you when I got home, I’m not home yet. (Walks through door) Alright, I’m home. The Arctic expedition was a remarkable success, I’m all but certain there’s a Nobel Prize in my future. Actually, I shouldn’t say that. I’m entirely certain. No, mother, I could not feel your church group praying for my safety. The fact that I’m home safe is not proof that it worked, that logic is Post Hoc Ergo Propter Hoc. No, I’m not sassing you in Eskimo talk."
3,1,The Electric Can Opener Fluctuation,Leonard,I’m going to go let Penny know we’re back.
3,1,The Electric Can Opener Fluctuation,Sheldon,"Mother, I have to go. Yeah, love you. Bye. (To his spot) Hello, old friend. (Sits) Daddy’s home."
3,1,The Electric Can Opener Fluctuation,Leonard,"Yeah, I just stopped by to say… (she grabs him and kisses him) Yeah, so, hi!"
3,1,The Electric Can Opener Fluctuation,Sheldon,"I just want you both to know, when I publish my findings, I won’t forget your contributions."
3,1,The Electric Can Opener Fluctuation,Sheldon,"Of course, I can’t mention you in my Nobel acceptance speech, but when I get round to writing my memoirs you can expect a very effusive footnote, and perhaps a signed copy."
3,1,The Electric Can Opener Fluctuation,Sheldon,Tell me what?
3,1,The Electric Can Opener Fluctuation,Sheldon,"You fellows are planning a party for me, aren’t you?"
3,1,The Electric Can Opener Fluctuation,Sheldon,"If there’s going to be a theme, I should let you know that I don’t care for luau, toga or under the sea."
3,1,The Electric Can Opener Fluctuation,Sheldon,"If this is about the night the heat went out, there’s nothing to be embarrassed about."
3,1,The Electric Can Opener Fluctuation,Sheldon,So we slept together naked. It was only to keep our core body temperatures from plummeting.
3,1,The Electric Can Opener Fluctuation,Sheldon,"Oh, yes. In the world of emoticons, I was colon, capital D."
3,1,The Electric Can Opener Fluctuation,Sheldon,You tampered with my experiment?
3,1,The Electric Can Opener Fluctuation,Sheldon,Did Leonard know about this? Leonard’s my best friend in the world. Surely Leonard didn’t know.
3,1,The Electric Can Opener Fluctuation,Sheldon,Of course it was. The whole plan reeks of Leonard.
3,1,The Electric Can Opener Fluctuation,Leonard,"I missed you, too."
3,1,The Electric Can Opener Fluctuation,Leonard,"Me, neither. Except for one night when the heat went out. Long story, it’s… don’t ask."
3,1,The Electric Can Opener Fluctuation,Sheldon,"(Knock, knock, knock) Leonard. (Knock, knock, knock) Leonard. (Knock, knock, knock) Leonard."
3,1,The Electric Can Opener Fluctuation,Sheldon,Whispering do not make a sound is a sound.
3,1,The Electric Can Opener Fluctuation,Leonard,"Damn his Vulcan hearing. Not a good time, Sheldon."
3,1,The Electric Can Opener Fluctuation,Sheldon,"(Knock, knock, knock) Penny. (Knock, knock, knock) Penny. (Knock, knock, knock) Penny."
3,1,The Electric Can Opener Fluctuation,Sheldon,"Hello, Penny. I realize you’re currently at the mercy of your primitive biological urges, but as you have an entire lifetime of poor decisions ahead of you, may I interrupt this one?"
3,1,The Electric Can Opener Fluctuation,Sheldon,Wolowitz has informed me of your grand deception. Do you have anything to say for yourself?
3,1,The Electric Can Opener Fluctuation,Leonard,"Yes, I feel terrible about it. I will never forgive myself, I don’t expect you to either, and I would really appreciate it if you would leave me with Penny for a session of self-criticism and repentance."
3,1,The Electric Can Opener Fluctuation,Sheldon,"What’s going on is I was led to believe I was making groundbreaking strides in science, when in fact, I was being fed false data at the hands of Wolowitz, Koothrappali and your furry little boy toy."
3,1,The Electric Can Opener Fluctuation,Leonard,It was the only way to make him happy.
3,1,The Electric Can Opener Fluctuation,Leonard,"Because when he wasn’t happy, we wanted to kill him. There was even a plan. We were going to throw his Kindle outside, and when he went to get it, lock the door and let him freeze to death."
3,1,The Electric Can Opener Fluctuation,Sheldon,That seems like a bit of an overreaction.
3,1,The Electric Can Opener Fluctuation,Leonard,"No, the overreaction was the plan to tie your limbs to four different sled dog teams and yell mush. Look, we kept the original data. You can still publish the actual results."
3,1,The Electric Can Opener Fluctuation,Sheldon,"Yes, but the actual results are unsuccessful and I’ve already sent an e-mail to everyone at the university explaining that I have confirmed string theory and forever changed man’s understanding of the universe."
3,1,The Electric Can Opener Fluctuation,Leonard,"Aw, see, yeah, you probably shouldn’t have done that. So write another e-mail, set the record straight, it’s no big deal."
3,1,The Electric Can Opener Fluctuation,Sheldon,"You’re right, Leonard, it’s not a big deal. All you did was lie to me destroy my dream and humiliate me in front of the whole university. That, FYI, was sarcasm. I, in fact, believe it is a big deal"
3,1,The Electric Can Opener Fluctuation,Leonard,"Yeah, I feel terrible."
3,1,The Electric Can Opener Fluctuation,Leonard,"What? Uh, he’ll be fine, the guy’s a trouper, come here."
3,1,The Electric Can Opener Fluctuation,Leonard,"Man, I cannot catch a break."
3,1,The Electric Can Opener Fluctuation,Sheldon,About what? Being betrayed by my friends? Spending three months at the North Pole for nothing? And I didn’t even get to go to Comic-Con!
3,1,The Electric Can Opener Fluctuation,Sheldon,That’s for when I’m sick. Sad is not sick.
3,1,The Electric Can Opener Fluctuation,Sheldon,I don’t have a sad song. I’m not a child.
3,1,The Electric Can Opener Fluctuation,Sheldon,Really? Did you just have the Nobel Prize in waitressing stolen from you?
3,1,The Electric Can Opener Fluctuation,Sheldon,Are you saying that you think a celebration pie is even remotely comparable to a Nobel Prize?
3,1,The Electric Can Opener Fluctuation,Sheldon,"And on a different, but not unrelated topic, based on your current efforts to buoy my spirits, do you truly believe that you were ever fit to be a cheer leader?"
3,1,The Electric Can Opener Fluctuation,Sheldon,I missed Comic-Con and the new Star Trek movie!
3,1,The Electric Can Opener Fluctuation,Leonard,"Well, he came out of his room this morning wearing his Darth Vader helmet and tried to choke me to death with the Force, so I’d say, a little better."
3,1,The Electric Can Opener Fluctuation,Leonard,Howard…
3,1,The Electric Can Opener Fluctuation,Leonard,"Well, tell your genitals what I do with Penny is none of their business."
3,1,The Electric Can Opener Fluctuation,Leonard,"Sheldon, why are you sitting by yourself?"
3,1,The Electric Can Opener Fluctuation,Sheldon,"Because I am without friends. Like the proverbial cheese, I stand alone. Even while seated."
3,1,The Electric Can Opener Fluctuation,Leonard,Come on. We said we were sorry.
3,1,The Electric Can Opener Fluctuation,Sheldon,It’s going to take more than I’m sorry and a store-bought apology pie from Penny to make up for what you’ve done to me.
3,1,The Electric Can Opener Fluctuation,Sheldon,You see? People have been pointing and laughing at me all morning.
3,1,The Electric Can Opener Fluctuation,Sheldon,"All right, I’ve had enough. Attention, everyone. I’ m Dr. Sheldon Cooper. As many of you in the physics department might know, my career trajectory has taken a minor detour."
3,1,The Electric Can Opener Fluctuation,Sheldon,My credibility may have been damaged…
3,1,The Electric Can Opener Fluctuation,Sheldon,"But I would like to remind you that in science, there’s no such thing as failure. There once was a man who referred to his prediction of a cosmological constant as the single biggest blunder of his career. That man’s name was, surprise, surprise, Albert Einstein."
3,1,The Electric Can Opener Fluctuation,Sheldon,"Oh, you think you’re so clever. Well, let me just tell you, while I do not currently have a scathing retort, you check your e-mail periodically for a doozy."
3,1,The Electric Can Opener Fluctuation,Leonard,So much for our friendship with Sheldon.
3,1,The Electric Can Opener Fluctuation,Leonard,"Hey. Listen, since we got, you know, interrupted last night, I didn’t have a chance to give you this."
3,1,The Electric Can Opener Fluctuation,Leonard,It’s a snowflake. From the North Pole.
3,1,The Electric Can Opener Fluctuation,Leonard,Uh-huh. It’ll last forever. I preserved it in a one percent solution of polyvinyl acetal resin.
3,1,The Electric Can Opener Fluctuation,Leonard,"It’s actually a pretty simple process. You see, cyanoacrylate are monomers which polymerize on… (she kisses him)"
3,1,The Electric Can Opener Fluctuation,Leonard,"Man, I can not catch a break."
3,1,The Electric Can Opener Fluctuation,Leonard,"Okay, well, thanks for letting me know."
3,1,The Electric Can Opener Fluctuation,Leonard,"Of course I’m going to do something. Uh, Howard, you check the comic book store. Raj, go to the Thai restaurant. I’ll stay here with Penny in her apartment. (His phone rings) Oh, damn it. It’s Sheldon’s mother. A break cannot be caught. Hi, Mrs. Cooper. He is? Sheldon went home to Texas. Yeah, no, I know he resigned. Yes, I guess it kind of is our fault. No, no, no, you, you’re right, someone needs to come talk to him. Don’t worry, I’ll take care of it. Yeah. All right. New plan. Howard, you and Raj go to Texas. I’ll stay here with Penny in her apartment."
3,1,The Electric Can Opener Fluctuation,Leonard,"Well, you know, I gave you the snowflake and we were kissing and… Oh, come on, I don’t want to go to Texas!"
3,1,The Electric Can Opener Fluctuation,Leonard,"Trust me, you’ll be fine. See ya."
3,1,The Electric Can Opener Fluctuation,Leonard,"Yeah, but I already saw him naked. Just come here."
3,1,The Electric Can Opener Fluctuation,Leonard,Really?
3,1,The Electric Can Opener Fluctuation,Leonard,Maybe you can.
3,1,The Electric Can Opener Fluctuation,Sheldon,"Thanks, Mom."
3,1,The Electric Can Opener Fluctuation,Sheldon,"Aw, Mom."
3,1,The Electric Can Opener Fluctuation,Sheldon,Fed.
3,1,The Electric Can Opener Fluctuation,Sheldon,Bread.
3,1,The Electric Can Opener Fluctuation,Sheldon,Grateful.
3,1,The Electric Can Opener Fluctuation,Sheldon,Plateful.
3,1,The Electric Can Opener Fluctuation,Sheldon,My objection was based on considerations other than difficulty.
3,1,The Electric Can Opener Fluctuation,Sheldon,Thank you for carving a smiley face in my grilled cheese sandwich.
3,1,The Electric Can Opener Fluctuation,Sheldon,They’re not my friends.
3,1,The Electric Can Opener Fluctuation,Sheldon,That was different. They were threatened by my intelligence and too stupid to know that’s why they hated me.
3,1,The Electric Can Opener Fluctuation,Leonard,I can’t believe you bought a red cowboy hat.
3,1,The Electric Can Opener Fluctuation,Leonard,Saloons?
3,1,The Electric Can Opener Fluctuation,Leonard,What can I tell you? They probably have steaks on sale at that big-ass Costco over there.
3,1,The Electric Can Opener Fluctuation,Leonard,Will you please take that stupid hat off?
3,1,The Electric Can Opener Fluctuation,Leonard,– We took the red-eye.
3,1,The Electric Can Opener Fluctuation,Leonard,"Uh, no, thank you."
3,1,The Electric Can Opener Fluctuation,Leonard,"Uh, if you don’t mind, Mrs. Cooper, there’s a 3:05 nonstop back to Los Angeles, and you have no idea how much I want to be on it."
3,1,The Electric Can Opener Fluctuation,Leonard,"Uh, yes, ma’am."
3,1,The Electric Can Opener Fluctuation,Sheldon,What are they doing here?
3,1,The Electric Can Opener Fluctuation,Leonard,We came to apologize.
3,1,The Electric Can Opener Fluctuation,Leonard,"And bring you home. So, why don’t you pack up your stuff and we’ll head back."
3,1,The Electric Can Opener Fluctuation,Leonard,"No, this is my home now. Thanks to you, my career is over and I will spend the rest of my life here in Texas trying to teach evolution to creationists."
3,1,The Electric Can Opener Fluctuation,Sheldon,"Evolution isn’t an opinion, it’s fact."
3,1,The Electric Can Opener Fluctuation,Sheldon,I forgive you. Let’s go home.
3,1,The Electric Can Opener Fluctuation,Leonard,How about that? I finally caught a break.
3,1,The Electric Can Opener Fluctuation,Leonard,You know how they say when friends have sex it can get weird?
3,1,The Electric Can Opener Fluctuation,Leonard,Why does it have to get weird?
3,1,The Electric Can Opener Fluctuation,Leonard,"I mean, we were friends, and now we’re more than friends. We’re whatever this is. But why label it, right? I mean, it is what it is and…"
3,1,The Electric Can Opener Fluctuation,Leonard,Yeah?
3,1,The Electric Can Opener Fluctuation,Leonard,Totally.
3,2,The Jiminy Conjecture,Sheldon,"Howard, you know me to be a very smart man. Don’t you think if I were wrong, I’d know it?"
3,2,The Jiminy Conjecture,Sheldon,I’m not crazy. My mother had me tested.
3,2,The Jiminy Conjecture,Leonard,"Hey, guys."
3,2,The Jiminy Conjecture,Leonard,What do you mean? It’s new comic book night.
3,2,The Jiminy Conjecture,Leonard,"There’s more to life than sex, Raj."
3,2,The Jiminy Conjecture,Sheldon,I did.
3,2,The Jiminy Conjecture,Leonard,"Nothing flamed out. We don’t have to have sex every night, you know."
3,2,The Jiminy Conjecture,Leonard,It’s not a matter of opportunity. We’re getting to know each other. There’s a learning curve.
3,2,The Jiminy Conjecture,Sheldon,Perhaps what Leonard is obliquely referring to is the occurrence of some sort of sexual dysfunction.
3,2,The Jiminy Conjecture,Sheldon,"Oh, a clever, albeit obsolete, euphemism for insufficient blood flow to the male sex organ."
3,2,The Jiminy Conjecture,Leonard,"Nothing like that happened, all right? The sex was just fine."
3,2,The Jiminy Conjecture,Leonard,"I’m not saying it was bad, I’m just saying it… wasn’t great."
3,2,The Jiminy Conjecture,Leonard,"To tell you the truth, I think we were both a little, I don’t know…"
3,2,The Jiminy Conjecture,Leonard,"All I know is, it wasn’t the way I dreamed it would be."
3,2,The Jiminy Conjecture,Sheldon,"Excuse me, Wolverine: Origin. Miniseries issue two, page 22. Retractable bone claws. If you people spent less time thinking about sex and more time concentrating on comic books, we’d have far fewer of these embarrassing moments."
3,2,The Jiminy Conjecture,Leonard,"Sheldon, dinner’s here."
3,2,The Jiminy Conjecture,Sheldon,Tandoori Palace?
3,2,The Jiminy Conjecture,Leonard,"No, we went somewhere new."
3,2,The Jiminy Conjecture,Sheldon,"You’re good-naturedly ribbing me, aren’t you?"
3,2,The Jiminy Conjecture,Leonard,"No, look, Mumbai Palace."
3,2,The Jiminy Conjecture,Sheldon,Why? Why would we change? We had a perfectly good palace. Tandoori Palace is our palace.
3,2,The Jiminy Conjecture,Leonard,"Trust me, this will be just fine."
3,2,The Jiminy Conjecture,Leonard,What’s that supposed to mean?
3,2,The Jiminy Conjecture,Leonard,I don’t know
3,2,The Jiminy Conjecture,Sheldon,I know. As I’m sure you’re aware…
3,2,The Jiminy Conjecture,Leonard,Duh-duh-duh-duh-duh-duh.
3,2,The Jiminy Conjecture,Sheldon,"If that’s Morse code, that’s terrible. As I was saying, you and Leonard had a disappointing sexual encounter. Earlier this evening, Leonard characterized it as just fine. So what you’re seeing here is a continuation of the mocking that followed."
3,2,The Jiminy Conjecture,Leonard,"Penny, wait. Aagh! What is wrong with you?"
3,2,The Jiminy Conjecture,Sheldon,I sense I may have crossed some sort of line.
3,2,The Jiminy Conjecture,Leonard,Please don’t be mad.
3,2,The Jiminy Conjecture,Leonard,"Nothing bad, just that last night was fine."
3,2,The Jiminy Conjecture,Leonard,"Yeah, it’s a perfectly good word. You put it in front of wine or dining, and you’ve really got something. Okay, well, let me ask you this, how was last night for you?"
3,2,The Jiminy Conjecture,Leonard,Okay?
3,2,The Jiminy Conjecture,Leonard,"So, you’ve been through this before?"
3,2,The Jiminy Conjecture,Leonard,Okay-dokay.
3,2,The Jiminy Conjecture,Leonard,So much.
